Name,Author,Year,Publication Name,DOI,Publication Year,Publication Type,Database
Deep Reinforcement Learning for Dynamic Demand in Shared Bicycle Scheduling Problem,Z. Jiao; W. Xiao; H. Xin; D. Liu; H. Yan; C. Chen,2023,2023 9th International Conference on Big Data and Information Analytics (BigDIA),10.1109/BigDIA60676.2023.10429476,2023,,IEEE Conferences
An Efficient Computation Offloading Approach in Multi-access Edge Computing Using Deep Reinforcement Learning,J. Wang; Q. Yin; X. Zhang; M. Zhang; H. Xu; Q. Fang,2022,2022 8th International Conference on Big Data and Information Analytics (BigDIA),10.1109/BigDIA56350.2022.9874103,2022,,IEEE Conferences
Improved Grey Wolf Optimization Optimized Temporal Convolutional Networks - Bidirectional Long Short-Term Memory Networks Short-term Electric Load Forecasting Model,H. Xian; W. Bian; C. Xie; Y. Gao; C. Zheng,2024,2024 6th International Conference on Energy Systems and Electrical Power (ICESEP),10.1109/ICESEP62218.2024.10652124,2024,,IEEE Conferences
Emergency Rescue Decision-making System Based on Joint Algorithm of Remote Sensing Image and Unmanned Aerial Vehicle,F. He; H. Liu; M. Chen,2024,"2024 International Conference on Electrical Drives, Power Electronics & Engineering (EDPEE)",10.1109/EDPEE61724.2024.00166,2024,,IEEE Conferences
Predicting PD-L1 status of esophageal cancer from H&E images based on FusedNet model,M. Gao; C. Li; J. Zhang; H. Chen; W. Hu; H. Yang; L. Shi; Y. Jing; S. Tian; H. Sun; M. Grzegorzek; X. Li,2023,2023 IEEE International Conference on Big Data (BigData),10.1109/BigData59044.2023.10386856,2023,,IEEE Conferences
Learned Unmanned Vehicle Scheduling for Large-Scale Urban Logistics,M. Zhang; Y. Zeng; K. Wang; Y. Li; Q. Wu; M. Xu,2024,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2024.3351687,2024,,IEEE Journals
Joint Power Control and Pilot Assignment in Cell-Free Massive MIMO Using Deep Learning,M. Usman Khan; E. Testi; M. Chiani; E. Paolini,2024,IEEE Open Journal of the Communications Society,10.1109/OJCOMS.2024.3447839,2024,,IEEE Journals
Semantic Segmentation Optimization Algorithm Based on Knowledge Distillation and Model Pruning,W. Yao; J. Zhang; C. Li; S. Li; L. He; B. Zhang,2019,2019 2nd International Conference on Artificial Intelligence and Big Data (ICAIBD),10.1109/ICAIBD.2019.8836989,2019,,IEEE Conferences
Unlabeled Text Classification Optimization Algorithm Based on Active Self-Paced Learning,T. Zheng; L. Wang,2018,2018 IEEE International Conference on Big Data and Smart Computing (BigComp),10.1109/BigComp.2018.00066,2018,,IEEE Conferences
Black-Box Optimization Based Adaptive Image Anonymization,A. Llanza; N. Shvai; A. Nakib,2024,2024 IEEE Congress on Evolutionary Computation (CEC),10.1109/CEC60901.2024.10612195,2024,,IEEE Conferences
Water-Body Type Classification in Dual PolSAR Imagery Using a Two-Step Deep-Learning Method,Q. Yuan; J. Lu; L. Wu; Y. Huang; Z. Guo; N. Li,2024,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,10.1109/JSTARS.2024.3361025,2024,,IEEE Journals
Particle Swarm Optimization-Based Deep Neural Network for Digital Modulation Recognition,W. Shi; D. Liu; X. Cheng; Y. Li; Y. Zhao,2019,IEEE Access,10.1109/ACCESS.2019.2932266,2019,,IEEE Journals
Scalable and Cost Efficient Resource Allocation Algorithms Using Deep Reinforcement Learning,M. Laroui; M. A. Cherif; H. I. Khedher; H. Moungla; H. Afifi,2020,2020 International Wireless Communications and Mobile Computing (IWCMC),10.1109/IWCMC48107.2020.9148286,2020,,IEEE Conferences
DeepLoc: A Deep Neural Network-based Indoor Positioning Framework,S. Liu; Q. Ren; J. Li; H. Xu,2021,"2021 IEEE 23rd Int Conf on High Performance Computing & Communications; 7th Int Conf on Data Science & Systems; 19th Int Conf on Smart City; 7th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)",10.1109/HPCC-DSS-SmartCity-DependSys53884.2021.00255,2021,,IEEE Conferences
Literature Review On Metaheuristics Techniques In The Health Care Industry,A. Gjecka; M. Fetaji,2023,2023 12th Mediterranean Conference on Embedded Computing (MECO),10.1109/MECO58584.2023.10155079,2023,,IEEE Conferences
A Communication-Efficient Federated Learning Scheme for IoT-Based Traffic Forecasting,C. Zhang; L. Cui; S. Yu; J. J. Q. Yu,2022,IEEE Internet of Things Journal,10.1109/JIOT.2021.3132363,2022,,IEEE Journals
Research on Automatic Essay Scoring of Composition Based on CNN and OR,Z. Chen; Y. Zhou,2019,2019 2nd International Conference on Artificial Intelligence and Big Data (ICAIBD),10.1109/ICAIBD.2019.8837007,2019,,IEEE Conferences
CT Image Classification of Pulmonary Nodules Based on Deep Transfer Learning and Inception-Res-V2,R. Wang,2023,2023 International Conference on Advances in Electrical Engineering and Computer Applications (AEECA),10.1109/AEECA59734.2023.00108,2023,,IEEE Conferences
Meta-WF: Meta-Learning-Based Few-Shot Wireless Impersonation Detection for Wi-Fi Networks,T. Li; Z. Hong; L. Liu; Z. Wen; L. Yu,2021,IEEE Communications Letters,10.1109/LCOMM.2021.3112518,2021,,IEEE Journals
Fault Diagnosis Method of Link Control System for Gravitational Wave Detection,A. Gao; S. Xu; Z. Zhao; H. Shang; R. Xu,2024,Journal of Systems Engineering and Electronics,10.23919/JSEE.2024.000048,2024,,BIAI Journals
Research on Dung Beetle Optimization Based Stacked Sparse Autoencoder for Network Situation Element Extraction,Y. Yang; P. Zhao,2024,IEEE Access,10.1109/ACCESS.2024.3365495,2024,,IEEE Journals
The Comparison of Some Algorithm Based on Ceemdan,S. Wang; Y. Shao; J. Qian; S. Sun; S. Yu,2021,2021 2nd International Conference on Big Data & Artificial Intelligence & Software Engineering (ICBASE),10.1109/ICBASE53849.2021.00047,2021,,IEEE Conferences
A PID Controller Approach for Stochastic Optimization of Deep Networks,W. An; H. Wang; Q. Sun; J. Xu; Q. Dai; L. Zhang,2018,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,10.1109/CVPR.2018.00889,2018,,IEEE Conferences
The Key Technologies to Realize the Profiling and Positioning of Key Personnel Based on Public Information Such as Social Accounts and IP,K. Cheng; Q. Wang; Z. Wu; L. Tan; D. Xiao; C. Zou,2022,2022 IEEE 2nd International Conference on Mobile Networks and Wireless Communications (ICMNWC),10.1109/ICMNWC56175.2022.10031850,2022,,IEEE Conferences
Intelligent Control of Automated Microelectronic Production Lines Based on Artificial Intelligence,H. Zhang,2023,2023 International Conference on Applied Intelligence and Sustainable Computing (ICAISC),10.1109/ICAISC58445.2023.10200046,2023,,IEEE Conferences
Evolutionary Algorithm-Based and Network Architecture Search-Enabled Multiobjective Traffic Classification,X. Wang; X. Wang; L. Jin; R. Lv; B. Dai; M. He; T. Lv,2021,IEEE Access,10.1109/ACCESS.2021.3068267,2021,,IEEE Journals
Bone age assessment using convolutional neural networks,S. Wang; Y. Shen; D. Zeng; Y. Hu,2018,2018 International Conference on Artificial Intelligence and Big Data (ICAIBD),10.1109/ICAIBD.2018.8396189,2018,,IEEE Conferences
A Intrusion Detection Model Based on Convolutional Neural Network and Feature Selection,L. Zhang; C. Xu,2022,2022 5th International Conference on Artificial Intelligence and Big Data (ICAIBD),10.1109/ICAIBD55127.2022.9820384,2022,,IEEE Conferences
An Algorithm–Hardware Co-Optimized Framework for Accelerating N:M Sparse Transformers,C. Fang; A. Zhou; Z. Wang,2022,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,10.1109/TVLSI.2022.3197282,2022,,IEEE Journals
Privacy-preserving deep learning,R. Shokri; V. Shmatikov,2015,"2015 53rd Annual Allerton Conference on Communication, Control, and Computing (Allerton)",10.1109/ALLERTON.2015.7447103,2015,,IEEE Conferences
Leverage Learning Behaviour Data for Students' Learning Performance Prediction and Influence Factor Analysis,Q. Ni; Y. Zhu; L. Zhang; X. Lu; L. Zhang,2024,IEEE Transactions on Artificial Intelligence,10.1109/TAI.2023.3320118,2024,,IEEE Journals
Dueling-DDQN Based Virtual Machine Placement Algorithm for Cloud Computing Systems,J. Yan; J. Xiao; X. Hong,2021,2021 IEEE/CIC International Conference on Communications in China (ICCC),10.1109/ICCC52777.2021.9580393,2021,,IEEE Conferences
Faster Person Re-Identification: One-Shot-Filter and Coarse-to-Fine Search,G. Wang; X. Huang; S. Gong; J. Zhang; W. Gao,2024,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/TPAMI.2023.3340923,2024,,IEEE Journals
Enhancing Brain Tumor Classification with Optimized Convolutional Neural Networks,S. M. Saranya; D. Komarasamy; R. Dharshini; R. Gurudeepa; S. Mohanapriya; R. Dharani,2023,2023 14th International Conference on Computing Communication and Networking Technologies (ICCCNT),10.1109/ICCCNT56998.2023.10307287,2023,,IEEE Conferences
Boosting Grid Efficiency and Resiliency by Releasing V2G Potentiality Through a Novel Rolling Prediction-Decision Framework and Deep-LSTM Algorithm,S. Li; C. Gu; J. Li; H. Wang; Q. Yang,2021,IEEE Systems Journal,10.1109/JSYST.2020.3001630,2021,,IEEE Journals
Improved Multi-Agent Deep Deterministic Policy Gradient for Path Planning-Based Crowd Simulation,S. Zheng; H. Liu,2019,IEEE Access,10.1109/ACCESS.2019.2946659,2019,,IEEE Journals
Hybrid Optimization Algorithm for Detection of Security Attacks in IoT-Enabled Cyber-Physical Systems,A. Sagu; N. S. Gill; P. Gulia; I. Priyadarshini; J. M. Chatterjee,2024,IEEE Transactions on Big Data,10.1109/TBDATA.2024.3372368,2024,,IEEE Early Access Articles
Two-Stage Short-Term Wind Speed Prediction Based on LSTM-LSSVM-CFA,L. Zhang; B. Wang; B. Fang; H. Ma; Z. Yang; Y. Xu,2018,2018 2nd IEEE Conference on Energy Internet and Energy System Integration (EI2),10.1109/EI2.2018.8582618,2018,,IEEE Conferences
Improved Double Deep Q Network-Based Task Scheduling Algorithm in Edge Computing for Makespan Optimization,L. Zeng; Q. Liu; S. Shen; X. Liu,2024,Tsinghua Science and Technology,10.26599/TST.2023.9010058,2024,,TUP Journals
Research on feature extraction and classification algorithm of Marine environmental noise based on deep learning,S. Yang; L. Bo; L. Zhenwang; M. Zhaoran; W. Zixin,2024,"2024 IEEE 4th International Conference on Electronic Technology, Communication and Information (ICETCI)",10.1109/ICETCI61221.2024.10594535,2024,,IEEE Conferences
Improving the Classification Performance of Asphalt Cracks After Earthquake With a New Feature Selection Algorithm,M. Yılmaz; E. Yalçın; S. Kifah; F. Demir; A. Şengür; R. Demir; R. M. Mehmood,2024,IEEE Access,10.1109/ACCESS.2023.3343619,2024,,IEEE Journals
Research on a Mine Gas Concentration Forecasting Model Based on a GRU Network,P. Jia; H. Liu; S. Wang; P. Wang,2020,IEEE Access,10.1109/ACCESS.2020.2975257,2020,,IEEE Journals
Application of ELM Algorithm Incorporating AE Principles in Wireless Communication Signal Detection,S. Zhao; G. Yu; Y. Feng,2023,IEEE Access,10.1109/ACCESS.2023.3306470,2023,,IEEE Journals
Learning-Based Application-Agnostic 3D NoC Design for Heterogeneous Manycore Systems,B. K. Joardar; R. G. Kim; J. R. Doppa; P. P. Pande; D. Marculescu; R. Marculescu,2019,IEEE Transactions on Computers,10.1109/TC.2018.2889053,2019,,IEEE Journals
Hash Bit Selection With Reinforcement Learning for Image Retrieval,X. Yao; M. Wang; W. Zhou; H. Li,2023,IEEE Transactions on Multimedia,10.1109/TMM.2022.3213476,2023,,IEEE Journals
Balancing Awareness Fast Charging Control for Lithium-Ion Battery Pack Using Deep Reinforcement Learning,Y. Yang; J. He; C. Chen; J. Wei,2024,IEEE Transactions on Industrial Electronics,10.1109/TIE.2023.3274853,2024,,IEEE Journals
Data Analytics for Price Forecasting in Smart Grids: A Survey,S. Mujeeb; N. Javaid; S. Javaid,2018,2018 IEEE 21st International Multi-Topic Conference (INMIC),10.1109/INMIC.2018.8595571,2018,,IEEE Conferences
Binary Classification of Criminal Tools from the Images of the Case Using CNN,M. Kaya; B. A. Karakuş; S. Karakuş,2018,2018 International Conference on Artificial Intelligence and Data Processing (IDAP),10.1109/IDAP.2018.8620886,2018,,IEEE Conferences
Research and Application of Image Captioning Based on the CNN-LSTM Method,J. Liu; M. Gao,2023,"2023 IEEE International Conference on Electrical, Automation and Computer Engineering (ICEACE)",10.1109/ICEACE60673.2023.10442537,2023,,IEEE Conferences
Deep learning-bat high-dimensional missing data estimator,C. Leke; A. R. Ndjiongue; B. Twala; T. Marwala,2017,"2017 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",10.1109/SMC.2017.8122652,2017,,IEEE Conferences
Attention-LSTM-Based Prediction Model of PM2.5 Hourly Concentration,L. Yang; D. Zhang; J. Li; L. Kang; S. Zhao,2023,2023 12th International Conference of Information and Communication Technology (ICTech),10.1109/ICTech58362.2023.00037,2023,,IEEE Conferences
Economic dispatch of power system based on neural network algorithm,C. Zhu; X. Wan; W. Gu; F. Li; J. Liu; K. Zhang; K. Yuan,2023,"2023 IEEE 3rd International Conference on Information Technology, Big Data and Artificial Intelligence (ICIBA)",10.1109/ICIBA56860.2023.10165485,2023,,IEEE Conferences
Unsupervised Land Cover Classification of Hybrid and Dual-Polarized Images Using Deep Convolutional Neural Network,A. Chatterjee; J. Saha; J. Mukherjee; S. Aikat; A. Misra,2021,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2020.2993095,2021,,IEEE Journals
Reliability Analysis of Power Distribution Network Based on PSO-DBN,H. Shan; Y. Sun; W. Zhang; A. Kudreyko; L. Ren,2020,IEEE Access,10.1109/ACCESS.2020.3007776,2020,,IEEE Journals
A Constraint Satisfaction Service Composition Method Supporting One to Many Task Pattern,W. Chu; Y. Wang; T. Mo; W. Li,2021,2021 IEEE International Conference on Services Computing (SCC),10.1109/SCC53864.2021.00054,2021,,IEEE Conferences
A Comprehensive Survey on Training Acceleration for Large Machine Learning Models in IoT,H. Wang; Z. Qu; Q. Zhou; H. Zhang; B. Luo; W. Xu; S. Guo; R. Li,2022,IEEE Internet of Things Journal,10.1109/JIOT.2021.3111624,2022,,IEEE Journals
Cooperative Control for Multi-Intersection Traffic Signal Based on Deep Reinforcement Learning and Imitation Learning,Y. Huo; Q. Tao; J. Hu,2020,IEEE Access,10.1109/ACCESS.2020.3034419,2020,,IEEE Journals
Locational Marginal Electricity Price Forecasting-Based Self-Attention Mechanism and Simulated Annealing Optimizer using Big Data,M. Massaoudi; H. Abu-Rub; S. S. Refaat; A. Ali Al-Kuwari; T. Huang,2021,2021 10th International Conference on Renewable Energy Research and Application (ICRERA),10.1109/ICRERA52334.2021.9598604,2021,,IEEE Conferences
Online Sequential Extreme learning machine-based hybrid model for forecasting of COVID-19 cases in India,R. P. Shetty; P. Srinivasa Pai,2022,"2022 International Conference on Distributed Computing, VLSI, Electrical Circuits and Robotics ( DISCOVER)",10.1109/DISCOVER55800.2022.9974919,2022,,IEEE Conferences
1-bit LAMB: Communication Efficient Large-Scale Large-Batch Training with LAMB’s Convergence Speed,C. Li; A. A. Awan; H. Tang; S. Rajbhandari; Y. He,2022,"2022 IEEE 29th International Conference on High Performance Computing, Data, and Analytics (HiPC)",10.1109/HiPC56025.2022.00044,2022,,IEEE Conferences
Semi-Supervised Learning Based on Generative Adversarial Network and Its Applied to Lithology Recognition,G. Li; Y. Qiao; Y. Zheng; Y. Li; W. Wu,2019,IEEE Access,10.1109/ACCESS.2019.2918366,2019,,IEEE Journals
Randomized Iterative Methods for Low-Complexity Large-Scale MIMO Detection,Z. Wang; R. M. Gower; Y. Xia; L. He; Y. Huang,2022,IEEE Transactions on Signal Processing,10.1109/TSP.2022.3180552,2022,,IEEE Journals
Convolutional Neural Networks on Apache Storm,W. Zhang; Y. Lu; Y. Li; H. Qiao,2019,2019 Chinese Automation Congress (CAC),10.1109/CAC48633.2019.8996300,2019,,IEEE Conferences
FarSick: A Persian Semantic Textual Similarity And Natural Language Inference Dataset,Z. Ghasemi; M. A. Keyvanrad,2021,2021 11th International Conference on Computer Engineering and Knowledge (ICCKE),10.1109/ICCKE54056.2021.9721521,2021,,IEEE Conferences
Short-term Load Forecasting of CCHP System Based on PSO-LSTM,Y. -R. Zhu; J. -G. Wang; Y. -Q. Sun; J. -J. Wu; G. -Q. Zhao; Y. Yao; J. -L. Liu; H. -L. Chen,2023,2023 IEEE 12th Data Driven Control and Learning Systems Conference (DDCLS),10.1109/DDCLS58216.2023.10167106,2023,,IEEE Conferences
Bridging the Gap between Deep Learning and Frustrated Quantum Spin System for Extreme-Scale Simulations on New Generation of Sunway Supercomputer,M. Li; J. Chen; Q. Xiao; F. Wang; Q. Jiang; X. Zhao; R. Lin; H. An; X. Liang; L. He,2022,IEEE Transactions on Parallel and Distributed Systems,10.1109/TPDS.2022.3145163,2022,,IEEE Journals
Distance Metric Learning via Iterated Support Vector Machines,W. Zuo; F. Wang; D. Zhang; L. Lin; Y. Huang; D. Meng; L. Zhang,2017,IEEE Transactions on Image Processing,10.1109/TIP.2017.2725578,2017,,IEEE Journals
Artificial Intelligence: New Frontiers in Real-Time Inverse Scattering and Electromagnetic Imaging,M. Salucci; M. Arrebola; T. Shan; M. Li,2022,IEEE Transactions on Antennas and Propagation,10.1109/TAP.2022.3177556,2022,,IEEE Journals
